flow_id,src_ip,dst_ip,dst_port,is_malicious,beacon_type,mitre_technique_id,dst_domain
flow_000377,10.34.150.224,185.84.100.226,80,0,none,,example.com
flow_002112,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001448,10.196.75.233,104.87.49.180,443,1,fixed,T1071.001,
flow_001449,10.196.75.233,104.87.49.180,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002113,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_000942,10.9.208.63,172.242.190.185,443,0,none,,example.com
flow_001656,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002114,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001450,10.196.75.233,104.87.49.180,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002115,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001657,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_000943,10.9.208.63,172.242.190.185,443,0,none,,example.com
flow_001451,10.196.75.233,104.87.49.180,443,1,fixed,T1071.001,evil-c2-framework.com
flow_000944,10.9.208.63,172.242.190.185,443,0,none,,example.com
flow_000945,10.9.208.63,172.242.190.185,443,0,none,,example.com
flow_002116,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001658,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001452,10.196.75.233,104.87.49.180,443,1,fixed,T1071.001,evil-c2-framework.com
flow_000946,10.9.208.63,172.242.190.185,443,0,none,,example.com
flow_000947,10.9.208.63,172.242.190.185,443,0,none,,example.com
flow_002117,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001659,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_001453,10.196.75.233,104.87.49.180,443,1,fixed,T1071.001,
flow_002118,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001660,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_001454,10.196.75.233,104.87.49.180,443,1,fixed,T1071.001,
flow_000948,10.9.208.63,172.242.190.185,443,0,none,,example.com
flow_002119,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001661,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001455,10.196.75.233,104.87.49.180,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001870,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002120,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001662,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_001871,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_001663,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_002121,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001872,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_002122,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001664,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_001873,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_002123,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001665,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001874,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_002124,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001666,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_002125,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000558,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001875,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_000543,10.109.82.185,142.131.6.28,443,0,none,,example.com
flow_000544,10.109.82.185,142.131.6.28,443,0,none,,example.com
flow_000559,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_000560,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_000561,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001667,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002126,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001876,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,evil-c2-framework.com
flow_000562,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_000563,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_000564,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_000545,10.109.82.185,142.131.6.28,443,0,none,,example.com
flow_000565,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_000546,10.109.82.185,142.131.6.28,443,0,none,,example.com
flow_001668,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002127,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_000566,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001877,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,evil-c2-framework.com
flow_000547,10.109.82.185,142.131.6.28,443,0,none,,example.com
flow_000548,10.109.82.185,142.131.6.28,443,0,none,,example.com
flow_001669,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002128,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001878,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,evil-c2-framework.com
flow_000567,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_000568,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_002129,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001670,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001879,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_000549,10.109.82.185,142.131.6.28,443,0,none,,example.com
flow_000569,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001671,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_002130,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001880,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,evil-c2-framework.com
flow_000570,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_000550,10.109.82.185,142.131.6.28,443,0,none,,example.com
flow_002131,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001672,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_001881,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,evil-c2-framework.com
flow_000551,10.109.82.185,142.131.6.28,443,0,none,,example.com
flow_000552,10.109.82.185,142.131.6.28,443,0,none,,example.com
flow_002132,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001673,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_000571,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001882,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_001200,10.46.239.56,40.135.231.147,443,0,none,,update.microsoft.com
flow_002133,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_000553,10.109.82.185,142.131.6.28,443,0,none,,example.com
flow_000554,10.109.82.185,142.131.6.28,443,0,none,,
flow_001674,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001883,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_000572,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_002134,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_000555,10.109.82.185,142.131.6.28,443,0,none,,example.com
flow_001675,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_000556,10.109.82.185,142.131.6.28,443,0,none,,
flow_000557,10.109.82.185,142.131.6.28,443,0,none,,example.com
flow_000573,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_000574,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001884,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_002135,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_002136,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001676,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_000575,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001885,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002137,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001677,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001886,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_002138,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000576,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001678,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_001887,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,evil-c2-framework.com
flow_003561,10.39.24.41,198.79.4.172,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_002139,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001679,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_001888,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_000577,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_002140,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001680,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001889,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002141,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_000578,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001681,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002142,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001890,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_001682,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_001891,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_002143,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000579,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001683,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_002144,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001892,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_001684,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_000580,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_002145,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000581,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001893,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001685,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002146,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000582,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_000583,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001894,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,evil-c2-framework.com
flow_000584,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_000585,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001686,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002147,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001895,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,evil-c2-framework.com
flow_003111,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000586,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001687,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_000587,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_002148,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001896,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_003112,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_002149,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000588,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001688,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001897,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,evil-c2-framework.com
flow_003113,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000589,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_000590,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_002150,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000591,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_000592,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_000593,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001689,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_003114,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_000594,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001898,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_000595,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_002151,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_003115,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001690,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001899,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,evil-c2-framework.com
flow_000596,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_000597,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_002152,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_000598,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_003116,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_001691,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_001900,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_002153,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003117,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_000599,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_001692,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_000600,10.63.32.224,54.163.182.213,443,0,none,,example.com
flow_002154,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_003118,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001901,10.244.16.172,93.65.130.237,443,1,fixed,T1071.001,
flow_001693,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_002155,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003119,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003120,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_001694,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_002156,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003121,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001695,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002157,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_003122,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_001696,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002158,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003123,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_003124,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002159,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001697,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_003125,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_002160,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001698,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_003126,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_002161,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_003127,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_001699,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_002162,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_003562,10.39.24.41,198.79.4.172,443,1,evasive,T1071.001;T1029,
flow_003128,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_001700,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_002163,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003129,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_001701,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_002164,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_003130,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_001702,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_003500,10.42.15.130,203.14.115.168,443,1,evasive,T1071.001;T1029,cdn-delivery-api.com
flow_003131,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_002165,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001703,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_002166,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_003132,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003133,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001704,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002167,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_003134,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002168,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001705,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_003135,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_002169,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001706,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_003136,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003137,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_002170,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001707,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_003138,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_002171,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001708,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_003139,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_002172,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001709,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_003140,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_002173,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_001710,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_003141,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_001183,10.179.90.248,52.251.26.45,443,0,none,,update.microsoft.com
flow_002174,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_003142,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_001711,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_002175,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_003143,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_001217,10.176.219.131,52.92.122.16,443,0,none,,update.microsoft.com
flow_001712,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_003144,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_002176,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
flow_001713,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,evil-c2-framework.com
flow_003145,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_002177,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,sneaky-update-service.com
flow_003146,10.20.160.21,185.214.182.60,443,1,jittered,T1071.001;T1573,
flow_001714,10.237.180.115,93.0.76.200,443,1,fixed,T1071.001,
flow_002178,10.17.161.69,20.5.246.30,443,1,jittered,T1071.001;T1573,
